NUMDOS|NUMDOSVERLING|ANCART|FILIERE|ETAPE|VERLING|FORMAT
HA917007|HA917007|T29004|FRA|60.62|F|XML
HA917007|HA917007|T29004|FRA|60.62|F|PDFI
HA918007|HA918007|T29005|FRA|60.62|F|XML
HA918007|HA918007|T29005|FRA|60.62|F|PDFI
HA919007|HA919007|T29006|FRA|60.62|F|XML
HA919007|HA919007|T29006|FRA|60.62|F|PDFI
HA920007|HA920007|T29007|FRA|99.60|F|PDFI
HA921007|HA921007|T29008|FRA|99.60|F|PDFI
HA922007|HA922007|T29009|FRA|99.60|F|PDFI
HA923007|HA923007|T29010|FRA|99.60|F|PDFI
HA924007|HA924007|T29011|FRA|99.60|F|PDFI
HA925007|HA925007|T29012|FRA|99.60|F|PDFI
HA926007|HA926007|T29013|FRA|99.60|F|PDFI
HA701008|HA701008|T45011|FRA|99.60|F|PDFI
HA702008|HA702008|T45012|FRA|99.60|F|PDFI
HA702008|HE702008|T45012|FRA|99.60|E|PDFI
HA703008|HA703008|T46009|FRA|99.60|F|PDFI
HA703008|HE703008|T46009|FRA|99.60|E|PDFI
HA704008|HA704008|T46021|FRA|99.60|F|PDFI
HA704008|HE704008|T46021|FRA|99.60|E|PDFI
HA706008|HA706008|T54090|FRA|99.60|F|
HA707008|HA707008|T57100|FRA|99.60|F|XML
HA707008|HA707008|T57100|FRA|99.60|F|PDFI
HA707008|HE707008|T57100|FRA|99.60|E|PDFI
HA708008|HA708008|T57151|FRA|99.60|F|
HA709008|HA709008|T57152|FRA|99.60|F|
HA710008|HA710008|T57153|FRA|99.60|F|PDFI
HA711008|HA711008|T57513|FRA|99.60|F|XML
HA711008|HA711008|T57513|FRA|99.60|F|PDFI
HA711008|HE711008|T57513|FRA|99.60|E|PDFI
HA712008|HA712008|T57514|FRA|99.60|F|XML
HA712008|HA712008|T57514|FRA|99.60|F|PDFI
HA712008|HE712008|T57514|FRA|99.60|E|PDFI
HA713008|HA713008|T57515|FRA|99.60|F|XML
HA713008|HA713008|T57515|FRA|99.60|F|PDFI
HA713008|HE713008|T57515|FRA|99.60|E|PDFI
HA714008|HA714008|T57516|FRA|99.60|F|
HA715008|HA715008|T57554|FRA|99.60|F|
HA716008|HA716008|T57555|FRA|99.60|F|XML
HA716008|HA716008|T57555|FRA|99.60|F|PDFI
HA716008|HE716008|T57555|FRA|99.60|E|PDFI
HA717008|HA717008|T57556|FRA|99.60|F|XML
HA717008|HA717008|T57556|FRA|99.60|F|PDFI
HA717008|HE717008|T57556|FRA|99.60|E|PDFI
HA718008|HA718008|T57557|FRA|99.60|F|PDFI
HA718008|HE718008|T57557|FRA|99.60|E|PDFI
HA719008|HA719008|T57558|FRA|99.60|F|
HA720008|HA720008|T76101|FRA|99.60|F|
HA721008|HA721008|T20200|FRA|99.60|F|PDFI
HA722008|HA722008|T20201|FRA|99.60|F|PDFI
HA723008|HA723008|T20202|FRA|99.60|F|XML
HA723008|HA723008|T20202|FRA|99.60|F|PDFI
HA724008|HA724008|T20203|FRA|99.60|F|PDFI
HA725008|HA725008|T20204|FRA|99.60|F|PDFI
HA726008|HA726008|T20205|FRA|99.60|F|PDFI
HA727008|HA727008|T20206|FRA|99.60|F|PDFI
HA728008|HA728008|T20207|FRA|99.60|F|
HA729008|HA729008|T20208|FRA|99.60|F|PDFI
HA730008|HA730008|T20209|FRA|99.60|F|PDFI
HA782011|HE782011|X44051|FRA|60.62|E|PDFI
HA783011|HA783011|C32102/A14|FRA|50.98|F|
HA784011|HA784011|X44053|FRA|99.60|F|
HA785011|HA785011|T60236|FRA|99.60|F|
HA786011|HA786011|T60237|FRA|99.60|F|XML
HA786011|HA786011|T60237|FRA|99.60|F|PDFI
HA787011|HA787011|T60238|FRA|99.60|F|
HA788011|HA788011|V18103|FRA|99.60|F|
HA789011|HA789011|T60209|FRA|99.60|F|
HA790011|HA790011|U15171|FRA|99.60|F|
HA791011|HA791011|C68171|FRA|99.60|F|
HA792011|HA792011|P32201|FRA|99.60|F|
HA794011|HA794011|P40201/A4|FRA|99.60|F|
HA795011|HA795011|Q67001|FRA|99.60|F|
HA796011|HA796011|X10133|FRA|60.62|F|XML
HA796011|HA796011|X10133|FRA|60.62|F|PDFI
HA797011|HA797011|A82140|FRA|99.60|F|
HA798011|HA798011|A83100|FRA|99.60|F|PDFI
HA799011|HA799011|A84500|FRA|99.60|F|PDFI
HA800011|HA800011|A85600|FRA|99.60|F|XML
HA800011|HA800011|A85600|FRA|99.60|F|PDFI
HA800011|HE800011|A85600|FRA|99.60|E|PDFI
HA801011|HA801011|A35580|FRA|99.60|F|
HA802011|HA802011|C73251|FRA|99.60|F|XML
HA802011|HA802011|C73251|FRA|99.60|F|PDFI
HA803011|HA803011|C71111|FRA|99.60|F|
HA804011|HA804011|M07048|FRA|99.60|F|PDFI
HA805011|HA805011|M07049|FRA|99.60|F|XML
HA805011|HA805011|M07049|FRA|99.60|F|PDFI
HA806011|HA806011|M41001|FRA|99.60|F|PDFI
HA807011|HA807011|M41007|FRA|99.60|F|PDFI
HA808011|HA808011|M41008|FRA|99.60|F|PDFI
HA809011|HA809011|T60125|FRA|99.60|F|PDFI
HA810011|HA810011|T60149|FRA|99.60|F|PDFI
HA811011|HA811011|T60150|FRA|99.60|F|PDFI
HA812011|HA812011|T60151|FRA|99.60|F|XML
HA812011|HA812011|T60151|FRA|99.60|F|PDFI
HA813011|HA813011|T60152|FRA|60.62|F|XML
HA813011|HA813011|T60152|FRA|60.62|F|PDFI
HA814011|HA814011|T60153|FRA|60.62|F|XML
HA814011|HA814011|T60153|FRA|60.62|F|PDFI
HA815011|HA815011|T66008|FRA|99.60|F|PDFI
HA816011|HA816011|T66012|FRA|99.60|F|PDFI
HA817011|HA817011|T56126|FRA|99.60|F|PDFI
HA818011|HA818011|T56127|FRA|99.60|F|PDFI
HA819011|HA819011|T47135|FRA|99.60|F|
HA820011|HA820011|F76029|FRA|99.60|F|XML
HA139007|HA139007|R34105|FRA|99.60|F|PDFI
HA140007|HA140007|R34106|FRA|99.60|F|PDFI
HA142007|HA142007|R34108|FRA|99.60|F|PDFI
HA143007|HA143007|R34111|FRA|99.60|F|PDFI
HA144007|HA144007|R34112|FRA|99.60|F|PDFI
HA145007|HA145007|R34302|FRA|99.60|F|PDFI
HA146007|HA146007|R34310|FRA|99.60|F|PDFI
HA147007|HA147007|R37101|FRA|99.60|F|PDFI
HA148007|HA148007|R37102|FRA|99.60|F|PDFI
HA149007|HA149007|R37105|FRA|99.60|F|PDFI
HA150007|HA150007|R37106|FRA|99.60|F|PDFI
HA151007|HA151007|C73608|FRA|99.60|F|
HA152007|HA152007|L24211|FRA|99.60|F|
HA153007|HA153007|R38403|FRA|99.60|F|PDFI
HA154007|HA154007|R41101|FRA|99.60|F|PDFI
HA155007|HA155007|R41102|FRA|99.60|F|PDFI
HA156007|HA156007|R41103|FRA|60.62|F|XML
HA156007|HA156007|R41103|FRA|60.62|F|PDFI
HA157007|HA157007|R41104|FRA|99.60|F|
HA158007|HA158007|R41105|FRA|60.62|F|XML
HA158007|HA158007|R41105|FRA|60.62|F|PDFI
HA159007|HA159007|R41106|FRA|99.60|F|
HA160007|HA160007|R41107|FRA|99.60|F|
HA161007|HA161007|R41108|FRA|99.60|F|
HA162007|HA162007|R41150|FRA|60.62|F|XML
HA162007|HA162007|R41150|FRA|60.62|F|PDFI
HA163007|HA163007|R41151|FRA|99.60|F|
HA164007|HA164007|R41165|FRA|99.60|F|
HA165007|HA165007|R41166|FRA|99.60|F|
HA166007|HA166007|R41168|FRA|99.60|F|
HA167007|HA167007|R41169|FRA|99.60|F|
HA168007|HA168007|R41180|FRA|99.60|F|
HA169007|HA169007|R41201|FRA|99.60|F|
HA170007|HA170007|R41202|FRA|60.62|F|XML
HA170007|HA170007|R41202|FRA|60.62|F|PDFI
HA171007|HA171007|R42701|FRA|99.60|F|
HA172007|HA172007|R42702|FRA|99.60|F|
HA173007|HA173007|R42703|FRA|99.60|F|
HA174007|HA174007|R43404|FRA|99.60|F|
HA175007|HA175007|R43405|FRA|99.60|F|PDFI
HA176007|HA176007|R43406|FRA|99.60|F|
HA177007|HA177007|R43407|FRA|99.60|F|
HA178007|HA178007|R34107|FRA|99.60|F|PDFI
HA179007|HA179007|R47201|FRA|99.60|F|
HA180007|HA180007|R47202|FRA|99.60|F|
HA181007|HA181007|R61301|FRA|99.60|F|
HA182007|HA182007|R61304|FRA|99.60|F|
HA183007|HA183007|R61330|FRA|99.60|F|
HA184007|HA184007|R61601|FRA|99.60|F|
HA185007|HA185007|R61602|FRA|99.60|F|
HA186007|HA186007|R91011|FRA|99.60|F|
HA187007|HA187007|R92004|FRA|99.60|F|
HA188007|HA188007|R92010|FRA|99.60|F|
HA189007|HA189007|R92011|FRA|99.60|F|
HA190007|HA190007|R93000|FRA|99.60|F|
HA191007|HA191007|L24212|FRA|99.60|F|
HA192007|HA192007|R93009|FRA|99.60|F|
HA193007|HA193007|R93012|FRA|99.60|F|
HA194007|HA194007|R93013|FRA|99.60|F|
HA195007|HA195007|R93014|FRA|99.60|F|
HA196007|HA196007|R93015|FRA|99.60|F|
HA197007|HA197007|R93118|FRA|99.60|F|
HA198007|HA198007|R93142|FRA|99.60|F|
HA927007|HA927007|T29014|FRA|99.60|F|PDFI
HA928007|HA928007|T29015|FRA|99.60|F|PDFI
HA929007|HA929007|T29016|FRA|99.60|F|PDFI
HA930007|HA930007|T29017|FRA|99.60|F|PDFI
HA931007|HA931007|T29018|FRA|99.60|F|PDFI
HA932007|HA932007|T29020|FRA|99.60|F|PDFI
HA933007|HA933007|T29021|FRA|99.60|F|PDFI
HA934007|HA934007|T29022|FRA|99.60|F|PDFI
HA935007|HA935007|T29023|FRA|99.60|F|PDFI
HA936007|HA936007|T30001|FRA|99.60|F|
HA937007|HA937007|T30002|FRA|99.60|F|
HA938007|HA938007|T30003|FRA|99.60|F|
HA939007|HA939007|T30004|FRA|99.60|F|XML
HA939007|HA939007|T30004|FRA|99.60|F|PDFI
HA939007|HE939007|T30004|FRA|99.60|E|PDFI
HA940007|HA940007|T30011|FRA|99.60|F|PDFI
HA941007|HA941007|T30012|FRA|99.60|F|
HA942007|HA942007|T30013|FRA|99.60|F|
HA943007|HA943007|T30014|FRA|99.60|F|
HA944007|HA944007|T30015|FRA|99.60|F|
HA945007|HA945007|T30016|FRA|99.60|F|
HA946007|HA946007|T30018|FRA|99.60|F|
HA947007|HA947007|T30019|FRA|99.60|F|
HA948007|HA948007|T30020|FRA|99.60|F|
HA949007|HA949007|T30021|FRA|99.60|F|
HA950007|HA950007|E29371|FRA|99.60|F|PDFI
HA951007|HA951007|T30023|FRA|99.60|F|
HA952007|HA952007|T30024|FRA|99.60|F|
HA953007|HA953007|T30025|FRA|99.60|F|
HA954007|HA954007|T30026|FRA|99.60|F|
HA955007|HA955007|T30027|FRA|99.60|F|
HA956007|HA956007|T30028|FRA|99.60|F|
HA957007|HA957007|T30029|FRA|99.60|F|
HA958007|HA958007|T30030|FRA|99.60|F|PDFI
HA959007|HA959007|E29430|FRA|99.60|F|PDFI
HA960007|HA960007|D18205|FRA|99.60|F|XML
HA960007|HA960007|D18205|FRA|99.60|F|PDFI
HA961007|HA961007|T30034|FRA|99.60|F|
HA962007|HA962007|C73671/A1|FRA|99.60|F|PDFI
HA963007|HA963007|T30036|FRA|99.60|F|
HA964007|HA964007|T30037|FRA|99.60|F|
HA965007|HA965007|T30038|FRA|99.60|F|
HA966007|HA966007|T30039|FRA|99.60|F|
HA967007|HA967007|T30040|FRA|99.60|F|
HA968007|HA968007|T30041|FRA|99.60|F|
HA969007|HA969007|T30042|FRA|99.60|F|PDFI
HA970007|HA970007|T30043|FRA|99.60|F|
HA971007|HA971007|T30044|FRA|99.60|F|XML
HA971007|HA971007|T30044|FRA|99.60|F|PDFI
HA971007|HE971007|T30044|FRA|99.60|E|PDFI
HA972007|HA972007|T30045|FRA|99.60|F|PDFI
HA973007|HA973007|T30046|FRA|99.60|F|
HA974007|HA974007|T30047|FRA|99.60|F|PDFI
HA975007|HA975007|T30048|FRA|99.60|F|
HA976007|HA976007|T30301|FRA|99.60|F|XML
HA976007|HA976007|T30301|FRA|99.60|F|PDFI
HA976007|HE976007|T30301|FRA|99.60|E|PDFI
HA977007|HA977007|T30302|FRA|99.60|F|XML
HA731008|HA731008|T20210|FRA|99.60|F|PDFI
HA732008|HA732008|T20211|FRA|99.60|F|PDFI
HA733008|HA733008|T20212|FRA|99.60|F|PDFI
HA734008|HA734008|T20213|FRA|99.60|F|PDFI
HA735008|HA735008|T20214|FRA|99.60|F|PDFI
HA736008|HA736008|T20215|FRA|99.60|F|PDFI
HA737008|HA737008|T20216|FRA|99.60|F|PDFI
HA738008|HA738008|T20220|FRA|99.60|F|PDFI
HA739008|HA739008|T20221|FRA|99.60|F|PDFI
HA740008|HA740008|T20222|FRA|99.60|F|XML
HA740008|HA740008|T20222|FRA|99.60|F|PDFI
HA741008|HA741008|T20223|FRA|99.60|F|PDFI
HA742008|HA742008|T20224|FRA|99.60|F|PDFI
HA743008|HA743008|T40103|FRA|99.60|F|
HA744008|HA744008|T43006|FRA|99.60|F|PDFI
HA745008|HA745008|T43009|FRA|99.60|F|
HA746008|HA746008|T43010|FRA|99.60|F|
HA747008|HA747008|T43107|FRA|99.60|F|
HA748008|HA748008|T43108|FRA|99.60|F|
HA749008|HA749008|T45111|FRA|99.60||
HA750008|HA750008|T46003|FRA|99.60|F|PDFI
HA750008|HE750008|T46003|FRA|99.60|E|PDFI
HA751008|HA751008|T51167|FRA|99.60|F|PDFI
HA752008|HA752008|T90106|FRA|99.60|F|
HA753008|HA753008|T30101|FRA|99.60|F|
HA754008|HA754008|T30102|FRA|99.60|F|
HA755008|HA755008|T30103|FRA|99.60|F|
HA756008|HA756008|T30104|FRA|99.60|F|PDFC
HA757008|HA757008|T40101|FRA|99.60|F|
HA758008|HA758008|T51014|FRA|99.60|F|
HA759008|HA759008|T01012|FRA|99.60|F|XML
HA759008|HA759008|T01012|FRA|99.60|F|PDFI
HA759008|HE759008|T01012|FRA|99.60|E|PDFI
HA760008|HA760008|U01001|FRA|99.60|F|
HA761008|HA761008|U10101|FRA|99.60|F|
HA762008|HA762008|U11101|FRA|99.60|F|
HA764008|HA764008|U12002|FRA|99.60|F|PDFI
HA765008|HA765008|U14102|FRA|99.60|F|
HA766008|HA766008|U14301|FRA|99.60|F|PDFI
HA767008|HA767008|U16006|FRA|99.60|F|
HA768008|HA768008|U21001|FRA|99.60|F|
HA769008|HA769008|U21002|FRA|99.60|F|
HA770008|HA770008|U21011|FRA|99.60|F|
HA771008|HA771008|U21051|FRA|99.60|F|
HA772008|HA772008|U22002|FRA|99.60|F|
HA773008|HA773008|U22005|FRA|99.60|F|
HA774008|HA774008|U22006|FRA|99.60|F|
HA775008|HA775008|U22007|FRA|99.60|F|
HA776008|HA776008|U22008|FRA|99.60|F|
HA777008|HA777008|U22021|FRA|99.60|F|
HA778008|HA778008|U22022|FRA|99.60|F|
HA779008|HA779008|U22023|FRA|99.60|F|
HA780008|HA780008|U22101|FRA|99.60|F|
HA781008|HA781008|U23301|FRA|99.60|F|
HA782008|HA782008|U24001|FRA|99.60|F|
HA783008|HA783008|U24051|FRA|99.60|F|
HA784008|HA784008|U24101|FRA|99.60|F|PDFI
HA785008|HA785008|U24151|FRA|99.60|F|
HA786008|HA786008|U25001|FRA|99.60|F|
HA787008|HA787008|U25002|FRA|99.60|F|
HA788008|HA788008|U25003|FRA|99.60|F|
HA820011|HA820011|F76029|FRA|99.60|F|PDFI
HA821011|HA821011|A49500|FRA|99.60|F|
HA822011|HA822011|T51514|FRA|99.60|F|PDFI
HA823011|HA823011|T66001|FRA|99.60|F|
HA824011|HA824011|T66002|FRA|99.60|F|
HA825011|HA825011|B90002|FRA|99.60|F|XML
HA825011|HA825011|B90002|FRA|99.60|F|PDFI
HA825011|HE825011|B90002|FRA|99.60|E|PDFI
HA826011|HA826011|E29170|FRA|99.60|F|
HA827011|HA827011|D35337|FRA|99.60|F|
HA828011|HA828011|B38100|FRA|99.60|F|
HA829011|HA829011|B38203|FRA|99.60|F|
HA830011|HA830011|B38204|FRA|99.60|F|
HA831011|HA831011|T56119|FRA|99.60|F|
HA832011|HA832011|T56128|FRA|99.60|F|XML
HA832011|HA832011|T56128|FRA|99.60|F|PDFI
HA832011|HE832011|T56128|FRA|99.60|E|PDFI
HA833011|HA833011|M88704|FRA|99.60|F|XML
HA833011|HA833011|M88704|FRA|99.60|F|PDFI
HA833011|HE833011|M88704|FRA|99.60|E|PDFI
HA834011|HA834011|D36107|FRA|99.60|F|
HA835011|HA835011|E27711|FRA|99.60|F|
HA836011|HA836011|H35065|FRA|99.60|F|
HA837011|HA837011|H35066|FRA|99.60|F|
HA838011|HA838011|H35067|FRA|99.60|F|
HA839011|HA839011|E62504|FRA|99.60|F|PDFI
HA840011|HA840011|E62505|FRA|99.60|F|PDFI
HA841011|HA841011|T81151|FRA|99.60|F|XML
HA841011|HA841011|T81151|FRA|99.60|F|PDFI
HA842011|HA842011|T51180|FRA|99.60|F|
HA843011|HA843011|T51181|FRA|99.60|F|
HA844011|HA844011|X20208|FRA|99.60|F|
HA845011|HA845011|V03300|FRA|99.60|F|
HA846011|HA846011|V03306|FRA|99.60|F|XML
HA846011|HA846011|V03306|FRA|99.60|F|PDFI
HA847011|HA847011|V03308|FRA|99.60|F|
HA848011|HA848011|V03309|FRA|99.60|F|PDFI
HA849011|HA849011|V03312|FRA|99.60|F|
HA850011|HA850011|A51434|FRA|99.60|F|
HA851011|HA851011|A51437|FRA|99.60|F|PDFI
HA852011|HA852011|A51111|FRA|99.60|F|PDFI
HA853011|HA853011|G34013|FRA|99.60|F|XML
HA853011|HA853011|G34013|FRA|99.60|F|PDFI
HA853011|HE853011|G34013|FRA|99.60|E|PDFI
HA854011|HA854011|G34014|FRA|99.60|F|XML
HA854011|HA854011|G34014|FRA|99.60|F|PDFI
HA855011|HA855011|G34015|FRA|99.60|F|
HA856011|HA856011|E29134|FRA|60.62|F|XML
HA856011|HA856011|E29134|FRA|60.62|F|PDFI
HA857011|HA857011|E64084|FRA|99.60|F|XML
HA857011|HA857011|E64084|FRA|99.60|F|PDFI
HA858011|HA858011|E66504|FRA|99.60|F|
HA859011|HA859011|H34007|FRA|99.60|F|XML
HA859011|HA859011|H34007|FRA|99.60|F|PDFI
HA199007|HA199007|L24221|FRA|99.60|F|
HA200007|HA200007|R93216|FRA|99.60|F|
HA201007|HA201007|R93310|FRA|99.60|F|
HA202007|HA202007|R93403|FRA|99.60|F|
HA203007|HA203007|R93405|FRA|99.60|F|
HA204007|HA204007|R93501|FRA|99.60|F|
HA205007|HA205007|R93505|FRA|99.60|F|
HA206007|HA206007|R94201|FRA|99.60|F|
HA207007|HA207007|R94202|FRA|99.60|F|
HA208007|HA208007|R95301|FRA|60.62|F|XML
HA208007|HA208007|R95301|FRA|60.62|F|PDFI
HA209007|HA209007|R95403|FRA|60.62|F|XML
HA209007|HA209007|R95403|FRA|60.62|F|PDFI
HA210007|HA210007|R95404|FRA|60.62|F|XML
HA210007|HA210007|R95404|FRA|60.62|F|PDFI
HA211007|HA211007|R95405|FRA|60.62|F|XML
HA211007|HA211007|R95405|FRA|60.62|F|PDFI
HA212007|HA212007|R96020|FRA|99.60|F|
HA213007|HA213007|R96021|FRA|99.60|F|
HA214007|HA214007|R96022|FRA|99.60|F|
HA215007|HA215007|L24222|FRA|99.60|F|
HA216007|HA216007|R96201|FRA|99.60|F|XML
HA216007|HA216007|R96201|FRA|99.60|F|PDFI
HA217007|HA217007|R96208|FRA|99.60|F|
HA218007|HA218007|R96210|FRA|99.60|F|
HA219007|HA219007|R97501|FRA|99.60|F|
HA221007|HA221007|E61051|FRA|99.60|F|
HA222007|HA222007|L41125|FRA|99.60|F|XML
HA222007|HA222007|L41125|FRA|99.60|F|PDFI
HA223007|HA223007|L41133|FRA|99.60|F|XML
HA223007|HA223007|L41133|FRA|99.60|F|PDFI
HA224007|HA224007|R99043|FRA|99.60|F|
HA225007|HA225007|R99050|FRA|99.60|F|
HA226007|HA226007|L41135|FRA|99.60|F|XML
HA226007|HA226007|L41135|FRA|99.60|F|PDFI
HA227007|HA227007|R99202|FRA|60.62|F|XML
HA227007|HA227007|R99202|FRA|60.62|F|PDFI
HA228007|HA228007|R99205|FRA|99.60|F|
HA229007|HA229007|R14005|FRA|99.60|F|
HA230007|HA230007|R14321|FRA|99.60|F|
HA231007|HA231007|R14322|FRA|99.60|F|
HA232007|HA232007|R16120|FRA|99.60|F|
HA233007|HA233007|R95506|FRA|99.60|F|
HA234007|HA234007|R95510|FRA|99.60|F|
HA235007|HA235007|R95511|FRA|99.60|F|
HA236007|HA236007|R10016|FRA|99.60|F|
HA237007|HA237007|R13618|FRA|99.60|F|
HA238007|HA238007|R13431|FRA|99.60|F|
HA239007|HA239007|R14216|FRA|99.60|F|
HA240007|HA240007|R14317|FRA|99.60|F|
HA241007|HA241007|R97202|FRA|99.60|F|PDFI
HA242007|HA242007|R38401|FRA|60.62|F|XML
HA242007|HA242007|R38401|FRA|60.62|F|PDFI
HA243007|HA243007|R38402|FRA|60.62|F|XML
HA243007|HA243007|R38402|FRA|60.62|F|PDFI
HA244007|HA244007|R14407/AM|FRA|99.60|F|
HA245007|HA245007|R32109|FRA|60.62|F|XML
HA245007|HA245007|R32109|FRA|60.62|F|PDFI
HA977007|HA977007|T30302|FRA|99.60|F|PDFI
HA977007|HE977007|T30302|FRA|99.60|E|PDFI
HA978007|HA978007|T31001|FRA|99.60|F|
HA979007|HA979007|T31002|FRA|99.60|F|
HA980007|HA980007|T31003|FRA|99.60|F|XML
HA980007|HA980007|T31003|FRA|99.60|F|PDFI
HA980007|HE980007|T31003|FRA|99.60|E|PDFI
HA981007|HA981007|T31004|FRA|99.60|F|
HA982007|HA982007|T31005|FRA|99.60|F|
HA983007|HA983007|T31006|FRA|99.60|F|
HA984007|HA984007|T31007|FRA|99.60|F|
HA985007|HA985007|T31008|FRA|99.60|F|
HA986007|HA986007|T31009|FRA|99.60|F|
HA987007|HA987007|T31010|FRA|99.60|F|
HA988007|HA988007|T31101|FRA|99.60|F|
HA989007|HA989007|T31102|FRA|99.60|F|PDFI
HA990007|HA990007|T31103|FRA|99.60|F|PDFI
HA991007|HA991007|T31104|FRA|99.60|F|PDFI
HA992007|HA992007|T31105|FRA|99.60|F|PDFI
HA993007|HA993007|T31106|FRA|99.60|F|PDFI
HA994007|HA994007|T31107|FRA|99.60|F|PDFI
HA995007|HA995007|T31108|FRA|99.60|F|PDFI
HA996007|HA996007|T31109|FRA|99.60|F|PDFI
HA997007|HA997007|T32001|FRA|99.60|F|
HA998007|HA998007|T33001|FRA|99.60|F|
HA999007|HA999007|T37001|FRA|99.60|F|
HA000008|HA000008|C32206|FRA|99.60|F|PDFI
HA001008|HA001008|M60410|FRA|50.98|F|
HA002008|HA002008|B40301|FRA|99.60|F|PDFI
HA003008|HA003008|B40310|FRA|99.60|F|PDFI
HA004008|HA004008|B40321|FRA|99.60|F|PDFI
HA005008|HA005008|B40341|FRA|99.60|F|PDFI
HA006008|HA006008|Z70081-1|FRA|99.60|F|PDFI
HA007008|HA007008|A06391|FRA|99.60|F|PDFI
HA008008|HA008008|A89700-6|FRA|60.62|F|XML
HA008008|HA008008|A89700-6|FRA|60.62|F|PDFC
HA008008|HE008008|A89700-6|FRA|60.62|E|PDFI
HA009008|HA009008|T40001|FRA|99.60|F|
HA010008|HA010008|T40101|FRA|99.60|F|
HA011008|HA011008|T42001|FRA|99.60|F|
HA012008|HA012008|T42002|FRA|99.60|F|XML
HA012008|HA012008|T42002|FRA|99.60|F|PDFI
HA012008|HE012008|T42002|FRA|99.60|E|PDFI
HA013008|HA013008|T42003|FRA|99.60|F|
HA014008|HA014008|T42004|FRA|99.60|F|
HA015008|HA015008|T42005|FRA|99.60|F|
HA016008|HA016008|T42006|FRA|99.60|F|
HA017008|HA017008|T42007|FRA|99.60|F|
HA018008|HA018008|T42008|FRA|99.60|F|
HA019008|HA019008|T42009|FRA|99.60|F|
HA020008|HA020008|T42010|FRA|99.60|F|PDFI
HA021008|HA021008|T42011|FRA|99.60|F|
HA022008|HA022008|T42012|FRA|99.60|F|
HA023008|HA023008|T42013|FRA|99.60|F|
HA024008|HA024008|T42015|FRA|99.60|F|PDFI
HA025008|HA025008|T42016|FRA|99.60|F|
HA026008|HA026008|T43001|FRA|99.60|F|
HA789008|HA789008|U25004|FRA|99.60|F|
HA790008|HA790008|U25005|FRA|99.60|F|
HA791008|HA791008|U25006|FRA|99.60|F|
HA792008|HA792008|U25007|FRA|99.60|F|
HA793008|HA793008|U25008|FRA|99.60|F|
HA794008|HA794008|U26000|FRA|99.60|F|
HA795008|HA795008|U26002|FRA|99.60|F|
HA796008|HA796008|U30101|FRA|99.60|F|
HA797008|HA797008|U30102|FRA|99.60|F|
HA798008|HA798008|U30103|FRA|99.60|F|
HA799008|HA799008|U30401|FRA|99.60|F|
HA800008|HA800008|U30403|FRA|99.60|F|
HA801008|HA801008|U33011|FRA|99.60|F|
HA802008|HA802008|U33012|FRA|99.60|F|
HA803008|HA803008|U33013|FRA|99.60|F|
HA804008|HA804008|U33101|FRA|99.60|F|
HA805008|HA805008|U33102|FRA|99.60|F|
HA806008|HA806008|U33201|FRA|99.60|F|
HA807008|HA807008|U33202|FRA|99.60|F|
HA808008|HA808008|U34001|FRA|99.60|F|
HA809008|HA809008|U34003|FRA|99.60|F|
HA810008|HA810008|U34008|FRA|99.60|F|
HA811008|HA811008|U34021|FRA|99.60|F|
HA812008|HA812008|U41001|FRA|99.60|F|
HA813008|HA813008|U42050|FRA|99.60|F|PDFI
HA814008|HA814008|U42051|FRA|99.60|F|XML
HA814008|HA814008|U42051|FRA|99.60|F|PDFI
HA814008|HE814008|U42051|FRA|99.60|E|PDFI
HA815008|HA815008|U42100|FRA|99.60|F|XML
HA815008|HA815008|U42100|FRA|99.60|F|PDFI
HA816008|HA816008|U42101|FRA|99.60|F|XML
HA816008|HA816008|U42101|FRA|99.60|F|PDFI
HA817008|HA817008|U42102|FRA|99.60|F|XML
HA817008|HA817008|U42102|FRA|99.60|F|PDFI
HA818008|HA818008|U42103|FRA|99.60|F|XML
HA818008|HA818008|U42103|FRA|99.60|F|PDFI
HA819008|HA819008|U42104|FRA|99.60|F|XML
HA819008|HA819008|U42104|FRA|99.60|F|PDFI
HA820008|HA820008|U42105|FRA|99.60|F|XML
HA820008|HA820008|U42105|FRA|99.60|F|PDFI
HA821008|HA821008|U42106|FRA|99.60|F|XML
HA821008|HA821008|U42106|FRA|99.60|F|PDFI
HA822008|HA822008|U42111|FRA|99.60|F|XML
HA822008|HA822008|U42111|FRA|99.60|F|PDFI
HA823008|HA823008|U42116|FRA|99.60|F|XML
HA823008|HA823008|U42116|FRA|99.60|F|PDFI
HA824008|HA824008|U42117|FRA|99.60|F|XML
HA824008|HA824008|U42117|FRA|99.60|F|PDFI
HA825008|HA825008|U42118|FRA|99.60|F|XML
HA825008|HA825008|U42118|FRA|99.60|F|PDFI
HA826008|HA826008|U42119|FRA|99.60|F|XML
HA826008|HA826008|U42119|FRA|99.60|F|PDFI
HA827008|HA827008|U42200|FRA|99.60|F|XML
HA860011|HA860011|T47130|FRA|99.60|F|
HA861011|HA861011|L22512|FRA|99.60|F|PDFI
HA862011|HA862011|L22531|FRA|60.62|F|XML
HA862011|HA862011|L22531|FRA|60.62|F|PDFI
HA863011|HA863011|L22567|FRA|99.60|F|PDFI
HA864011|HA864011|L22575|FRA|99.60|F|PDFI
HA865011|HA865011|C41103|FRA|99.60|F|PDFI
HA866011|HA866011|C72210|FRA|99.60|F|
